customer_id,event_timestamp,event_type,amount,amount_direction,category,balance_before,balance_after,credit_limit,credit_utilization,days_to_next_due,intervention_flag,distress_label_30d,event_type_id,amount_bucket,balance_bucket,util_bucket,time_gap_days,time_gap_bucket,direction_flag,miss_flag,overdraft_flag
CUST_0000,2025-01-22 08:07:00,grocery_spend,73.09,debit,daily_needs,3332.75,3259.66,6000.0,0.2538,0,none,0,6,2,5,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-22 08:14:00,utility_payment,65.46,debit,utilities,3259.66,3194.2,6000.0,0.2538,0,none,0,5,2,5,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-23 08:00:00,grocery_spend,37.01,debit,daily_needs,3194.2,3157.19,6000.0,0.2538,0,none,0,6,2,5,1,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-01-24 08:00:00,card_spend,60.5,debit,credit,3157.19,3157.19,6000.0,0.2639,0,none,0,13,2,5,1,1.0,1,-1.0,0,0
CUST_0000,2025-01-24 08:07:00,card_spend,56.23,debit,credit,3157.19,3157.19,6000.0,0.2733,0,none,0,13,2,5,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-26 08:00:00,credit_card_payment_due,288.0,debit,credit,3157.19,3157.19,6000.0,0.2733,4,none,0,11,4,5,1,1.9951388888888888,1,-1.0,0,0
CUST_0000,2025-01-26 08:07:00,credit_card_payment_made,288.0,debit,credit,3157.19,2869.19,6000.0,0.2253,3,none,0,12,4,4,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-27 08:00:00,card_spend,61.36,debit,credit,2869.19,2869.19,6000.0,0.2355,2,none,0,13,2,4,1,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-01-27 08:07:00,card_spend,84.32,debit,credit,2869.19,2869.19,6000.0,0.2496,1,none,0,13,3,4,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-28 08:00:00,card_spend,38.64,debit,credit,2869.19,2869.19,6000.0,0.256,0,none,0,13,2,4,1,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-01-28 08:07:00,card_spend,47.52,debit,credit,2869.19,2869.19,6000.0,0.2639,0,none,0,13,2,4,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-29 08:00:00,card_spend,32.43,debit,credit,2869.19,2869.19,6000.0,0.2693,0,none,0,13,2,4,1,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-01-29 08:07:00,card_spend,55.5,debit,credit,2869.19,2869.19,6000.0,0.2786,0,none,0,13,2,4,1,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-30 08:00:00,card_spend,47.16,debit,credit,2869.19,2869.19,6000.0,0.2864,0,none,0,13,2,4,1,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-01-30 08:07:00,card_spend,88.59,debit,credit,2869.19,2869.19,6000.0,0.3012,0,none,0,13,3,4,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-31 08:00:00,grocery_spend,42.1,debit,daily_needs,2869.19,2827.09,6000.0,0.3012,0,none,0,6,2,4,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-01-31 08:07:00,card_spend,44.88,debit,credit,2827.09,2827.09,6000.0,0.3087,0,none,0,13,2,4,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-01-31 08:14:00,transportation_spend,19.42,debit,transport,2827.09,2807.67,6000.0,0.3087,0,none,0,7,1,4,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-01 08:00:00,salary_credit,2827.77,credit,income,2807.67,5635.44,6000.0,0.3087,0,none,0,1,7,6,2,0.9902777777777778,0,1.0,0,0
CUST_0000,2025-02-01 08:07:00,card_spend,45.69,debit,credit,5635.44,5635.44,6000.0,0.3163,0,none,0,13,2,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-02 08:00:00,rent_payment,400.0,debit,housing,5635.44,5235.44,6000.0,0.3163,0,none,0,4,5,6,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-02 08:07:00,grocery_spend,60.13,debit,daily_needs,5235.44,5175.3,6000.0,0.3163,0,none,0,6,2,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-02 08:14:00,transportation_spend,20.76,debit,transport,5175.3,5154.54,6000.0,0.3163,0,none,0,7,1,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-03 08:00:00,rent_payment,400.0,debit,housing,5154.54,4754.54,6000.0,0.3163,0,none,0,4,5,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-03 08:07:00,grocery_spend,33.7,debit,daily_needs,4754.54,4720.84,6000.0,0.3163,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-03 08:14:00,card_spend,48.25,debit,credit,4720.84,4720.84,6000.0,0.3243,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-04 08:00:00,grocery_spend,48.24,debit,daily_needs,4720.84,4672.61,6000.0,0.3243,0,none,0,6,2,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-04 08:07:00,grocery_spend,52.47,debit,daily_needs,4672.61,4620.14,6000.0,0.3243,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-05 08:00:00,loan_emi_due,384.0,debit,loan,4620.14,4620.14,6000.0,0.3243,2,none,0,8,5,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-05 08:07:00,loan_emi_paid,384.0,debit,loan,4620.14,4236.14,6000.0,0.3243,1,none,0,9,5,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-05 08:14:00,card_spend,47.09,debit,credit,4236.14,4236.14,6000.0,0.3322,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-05 08:21:00,card_spend,78.16,debit,credit,4236.14,4236.14,6000.0,0.3452,0,none,0,13,3,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-05 08:28:00,transportation_spend,27.25,debit,transport,4236.14,4208.89,6000.0,0.3452,0,none,0,7,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-06 08:00:00,card_spend,75.73,debit,credit,4208.89,4208.89,6000.0,0.3578,0,none,0,13,3,5,2,0.9805555555555555,0,-1.0,0,0
CUST_0000,2025-02-07 08:00:00,utility_payment,76.36,debit,utilities,4208.89,4132.53,6000.0,0.3578,0,none,0,5,3,5,2,1.0,1,-1.0,0,0
CUST_0000,2025-02-10 08:00:00,transportation_spend,23.93,debit,transport,4132.53,4108.6,6000.0,0.3578,0,none,0,7,1,5,2,3.0,2,-1.0,0,0
CUST_0000,2025-02-12 08:00:00,credit_card_payment_due,288.0,debit,credit,4108.6,4108.6,6000.0,0.3578,4,none,0,11,4,5,2,2.0,2,-1.0,0,0
CUST_0000,2025-02-12 08:07:00,credit_card_payment_made,288.0,debit,credit,4108.6,3820.6,6000.0,0.3098,3,none,0,12,4,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-13 08:00:00,card_spend,27.59,debit,credit,3820.6,3820.6,6000.0,0.3144,2,none,0,13,2,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-13 08:07:00,utility_payment,71.57,debit,utilities,3820.6,3749.03,6000.0,0.3144,1,none,0,5,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-15 08:00:00,card_spend,45.15,debit,credit,3749.03,3749.03,6000.0,0.322,0,none,0,13,2,5,2,1.9951388888888888,1,-1.0,0,0
CUST_0000,2025-02-15 08:07:00,card_spend,40.46,debit,credit,3749.03,3749.03,6000.0,0.3287,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-15 08:14:00,transportation_spend,26.14,debit,transport,3749.03,3722.89,6000.0,0.3287,0,none,0,7,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-16 08:00:00,card_spend,100.25,debit,credit,3722.89,3722.89,6000.0,0.3454,0,none,0,13,3,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-16 08:07:00,card_spend,76.9,debit,credit,3722.89,3722.89,6000.0,0.3582,0,none,0,13,3,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-17 08:00:00,card_spend,73.93,debit,credit,3722.89,3722.89,6000.0,0.3706,0,none,0,13,2,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-17 08:07:00,card_spend,60.33,debit,credit,3722.89,3722.89,6000.0,0.3806,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-18 08:00:00,loan_emi_due,384.0,debit,loan,3722.89,3722.89,6000.0,0.3806,2,none,0,8,5,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-18 08:07:00,loan_emi_paid,384.0,debit,loan,3722.89,3338.89,6000.0,0.3806,1,none,0,9,5,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-18 08:14:00,grocery_spend,44.46,debit,daily_needs,3338.89,3294.44,6000.0,0.3806,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-19 08:00:00,card_spend,86.05,debit,credit,3294.44,3294.44,6000.0,0.395,0,none,0,13,3,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-19 08:07:00,grocery_spend,34.59,debit,daily_needs,3294.44,3259.85,6000.0,0.395,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-19 08:14:00,transportation_spend,24.95,debit,transport,3259.85,3234.9,6000.0,0.395,0,none,0,7,1,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-20 08:00:00,grocery_spend,57.57,debit,daily_needs,3234.9,3177.33,6000.0,0.395,0,none,0,6,2,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-20 08:07:00,transportation_spend,27.32,debit,transport,3177.33,3150.02,6000.0,0.395,0,none,0,7,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-21 08:00:00,card_spend,69.16,debit,credit,3150.02,3150.02,6000.0,0.4065,0,none,0,13,2,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-21 08:07:00,card_spend,81.13,debit,credit,3150.02,3150.02,6000.0,0.42,0,none,0,13,3,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-22 08:00:00,utility_payment,83.99,debit,utilities,3150.02,3066.03,6000.0,0.42,0,none,0,5,3,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-24 08:00:00,grocery_spend,5.0,debit,daily_needs,3066.03,3061.03,6000.0,0.42,0,none,0,6,1,5,2,2.0,2,-1.0,0,0
CUST_0000,2025-02-24 08:07:00,card_spend,57.41,debit,credit,3061.03,3061.03,6000.0,0.4296,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-25 08:00:00,card_spend,83.06,debit,credit,3061.03,3061.03,6000.0,0.4434,0,none,0,13,3,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-25 08:07:00,grocery_spend,58.55,debit,daily_needs,3061.03,3002.48,6000.0,0.4434,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-26 08:00:00,credit_card_payment_due,288.0,debit,credit,3002.48,3002.48,6000.0,0.4434,4,none,0,11,4,5,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-02-26 08:07:00,credit_card_payment_made,288.0,debit,credit,3002.48,2714.48,6000.0,0.3954,3,none,0,12,4,4,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-26 08:14:00,card_spend,90.89,debit,credit,2714.48,2714.48,6000.0,0.4106,2,none,0,13,3,4,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-02-27 08:00:00,grocery_spend,63.09,debit,daily_needs,2714.48,2651.39,6000.0,0.4106,1,none,0,6,2,4,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-02-28 08:00:00,card_spend,89.71,debit,credit,2651.39,2651.39,6000.0,0.4255,0,none,0,13,3,4,2,1.0,1,-1.0,0,0
CUST_0000,2025-03-01 08:00:00,salary_credit,3037.44,credit,income,2651.39,5688.83,6000.0,0.4255,0,none,0,1,7,6,2,1.0,1,1.0,0,0
CUST_0000,2025-03-01 08:07:00,card_spend,69.07,debit,credit,5688.83,5688.83,6000.0,0.437,0,none,0,13,2,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-02 08:00:00,rent_payment,400.0,debit,housing,5688.83,5288.83,6000.0,0.437,0,none,0,4,5,6,2,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-02 08:07:00,card_spend,57.29,debit,credit,5288.83,5288.83,6000.0,0.4466,0,none,0,13,2,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-02 08:14:00,card_spend,50.61,debit,credit,5288.83,5288.83,6000.0,0.455,0,none,0,13,2,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-02 08:21:00,transportation_spend,24.66,debit,transport,5288.83,5264.17,6000.0,0.455,0,none,0,7,1,6,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-03 08:00:00,rent_payment,400.0,debit,housing,5264.17,4864.17,6000.0,0.455,0,none,0,4,5,5,2,0.9854166666666667,0,-1.0,0,0
CUST_0000,2025-03-05 08:00:00,loan_emi_due,384.0,debit,loan,4864.17,4864.17,6000.0,0.455,2,none,0,8,5,5,2,2.0,2,-1.0,0,0
CUST_0000,2025-03-05 08:07:00,loan_emi_paid,384.0,debit,loan,4864.17,4480.17,6000.0,0.455,1,none,0,9,5,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-05 08:14:00,card_spend,52.23,debit,credit,4480.17,4480.17,6000.0,0.4637,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-05 08:21:00,card_spend,62.6,debit,credit,4480.17,4480.17,6000.0,0.4741,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-06 08:00:00,card_spend,100.05,debit,credit,4480.17,4480.17,6000.0,0.4908,0,none,0,13,3,5,2,0.9854166666666667,0,-1.0,0,0
CUST_0000,2025-03-06 08:07:00,card_spend,54.5,debit,credit,4480.17,4480.17,6000.0,0.4999,0,none,0,13,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-06 08:14:00,transportation_spend,16.52,debit,transport,4480.17,4463.65,6000.0,0.4999,0,none,0,7,1,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-07 08:00:00,grocery_spend,40.07,debit,daily_needs,4463.65,4423.58,6000.0,0.4999,0,none,0,6,2,5,2,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-03-08 08:00:00,grocery_spend,70.03,debit,daily_needs,4423.58,4353.55,6000.0,0.4999,0,none,0,6,2,5,2,1.0,1,-1.0,0,0
CUST_0000,2025-03-08 08:07:00,grocery_spend,54.63,debit,daily_needs,4353.55,4298.92,6000.0,0.4999,0,none,0,6,2,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-08 08:14:00,transportation_spend,20.07,debit,transport,4298.92,4278.84,6000.0,0.4999,0,none,0,7,1,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-09 08:00:00,card_spend,78.37,debit,credit,4278.84,4278.84,6000.0,0.513,0,none,0,13,3,5,3,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-03-09 08:07:00,grocery_spend,41.1,debit,daily_needs,4278.84,4237.74,6000.0,0.513,0,none,0,6,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-11 08:00:00,card_spend,57.84,debit,credit,4237.74,4237.74,6000.0,0.5226,0,none,0,13,2,5,3,1.9951388888888888,1,-1.0,0,0
CUST_0000,2025-03-11 08:07:00,card_spend,56.94,debit,credit,4237.74,4237.74,6000.0,0.5321,0,none,0,13,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-12 08:00:00,credit_card_payment_due,288.0,debit,credit,4237.74,4237.74,6000.0,0.5321,4,none,0,11,4,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-12 08:07:00,credit_card_payment_made,288.0,debit,credit,4237.74,3949.74,6000.0,0.4841,3,none,0,12,4,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-12 08:14:00,card_spend,24.05,debit,credit,3949.74,3949.74,6000.0,0.4881,2,none,0,13,1,5,2,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-13 08:00:00,card_spend,73.17,debit,credit,3949.74,3949.74,6000.0,0.5003,1,none,0,13,2,5,3,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-03-13 08:07:00,card_spend,23.55,debit,credit,3949.74,3949.74,6000.0,0.5042,0,none,0,13,1,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-13 08:14:00,transportation_spend,27.82,debit,transport,3949.74,3921.92,6000.0,0.5042,0,none,0,7,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-14 08:00:00,grocery_spend,63.12,debit,daily_needs,3921.92,3858.8,6000.0,0.5042,0,none,0,6,2,5,3,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-03-14 08:07:00,card_spend,34.63,debit,credit,3858.8,3858.8,6000.0,0.51,0,none,0,13,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-15 08:00:00,card_spend,35.03,debit,credit,3858.8,3858.8,6000.0,0.5158,0,none,0,13,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-15 08:07:00,card_spend,80.49,debit,credit,3858.8,3858.8,6000.0,0.5292,0,none,0,13,3,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-16 08:00:00,grocery_spend,55.95,debit,daily_needs,3858.8,3802.84,6000.0,0.5292,0,none,0,6,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-16 08:07:00,card_spend,51.7,debit,credit,3802.84,3802.84,6000.0,0.5379,0,none,0,13,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-17 08:00:00,grocery_spend,63.11,debit,daily_needs,3802.84,3739.73,6000.0,0.5379,0,none,0,6,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-18 08:00:00,loan_emi_due,384.0,debit,loan,3739.73,3739.73,6000.0,0.5379,2,none,0,8,5,5,3,1.0,1,-1.0,0,0
CUST_0000,2025-03-18 08:07:00,loan_emi_paid,384.0,debit,loan,3739.73,3355.73,6000.0,0.5379,1,none,0,9,5,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-19 08:00:00,card_spend,62.99,debit,credit,3355.73,3355.73,6000.0,0.5484,0,none,0,13,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-20 08:00:00,card_spend,68.19,debit,credit,3355.73,3355.73,6000.0,0.5597,0,none,0,13,2,5,3,1.0,1,-1.0,0,0
CUST_0000,2025-03-20 08:07:00,card_spend,86.34,debit,credit,3355.73,3355.73,6000.0,0.5741,0,none,0,13,3,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-21 08:00:00,card_spend,35.54,debit,credit,3355.73,3355.73,6000.0,0.58,0,none,0,13,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-21 08:07:00,transportation_spend,33.53,debit,transport,3355.73,3322.21,6000.0,0.58,0,none,0,7,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-22 08:00:00,card_spend,62.03,debit,credit,3322.21,3322.21,6000.0,0.5904,0,none,0,13,2,5,3,0.9951388888888889,0,-1.0,0,0
CUST_0000,2025-03-22 08:07:00,card_spend,50.81,debit,credit,3322.21,3322.21,6000.0,0.5988,0,none,0,13,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-22 08:14:00,transportation_spend,30.43,debit,transport,3322.21,3291.77,6000.0,0.5988,0,none,0,7,2,5,3,0.004861111111111111,0,-1.0,0,0
CUST_0000,2025-03-23 08:00:00,transportation_spend,21.25,debit,transport,3291.77,3270.53,6000.0,0.5988,0,none,0,7,1,5,3,0.9902777777777778,0,-1.0,0,0
CUST_0000,2025-03-24 08:00:00,grocery_spend,47.66,debit,daily_needs,3270.53,3222.87,6000.0,0.5988,0,none,0,6,2,5,3,1.0,1,-1.0,0,0
